studyName,cruise,cycle,"size_fraction (mm)",day_night,"biomass_mean (mg/m³)","biomass_std (mg/m³)",biomass_n,"biomass_95cl (mg/m³)","int_biomass_mean (mg/m²)","int_biomass_std (mg/m²)",int_biomass_n,"int_biomass_95cl (mg/m²)",chl_phaeo_mean,chl_phaeo_std,chl_phaeo_n,chl_phaeo_95cl,int_chl_phaeo_mean,int_chl_phaeo_std,int_chl_phaeo_n,int_chl_phaeo_95cl,grazing_rate_mean,grazing_rate_std,grazing_rate_n,grazing_rate_95cl,"int_grazing_rate_mean (µg/m²/day)","int_grazing_rate_std (µg/m²/day)",int_grazing_rate_n,"int_grazing_rate_95cl (µg/m²/day)","int_grazing_rate_mg_mean (mg/m²/day)","int_grazing_rate_mg_std (mg/m²/day)",int_grazing_rate_mg_n,"int_grazing_rate_mg_95cl (mg/m²/day)","mass_specific_grazing_mean (ug/mg)","mass_specific_grazing_std (ug/mg)",mass_specific_grazing_n,"mass_specific_grazing_95cl (ug/mg)",mass_specific_grazing_rate_mean,mass_specific_grazing_rate_std,mass_specific_grazing_rate_n,mass_specific_grazing_rate_95cl
P0704TN,P0704,4,1,"D-N average",3.89199,2.28333,8,1.90891,721.287,433.141,8,362.115,0.104168,0.046597,8,0.0389561,18.9888,7.39568,8,6.18294,0.197345,0.0882773,8,0.0738017,863.375,336.264,8,281.124,0.863375,0.336264,8,0.281124,0.0335808,0.0206409,8,0.0172562,1.52684,0.938494,8,0.7846
P0704TN,P0704,4,0.5,"D-N average",5.33681,1.7769,8,1.48552,997.117,352.981,8,295.1,0.224123,0.133544,8,0.111646,40.4039,21.8918,8,18.302,0.424598,0.252997,8,0.211511,1837.07,995.366,8,832.147,1.83707,0.995366,8,0.832147,0.0430309,0.0241656,8,0.020203,1.95651,1.09875,8,0.918582
P0704TN,P0704,4,0.2,"D-N average",6.66535,1.92171,8,1.60659,1239.14,345.751,8,289.055,0.490976,0.516956,8,0.432186,90.0899,93.7318,8,78.3618,0.930146,0.979365,8,0.818769,4096.17,4261.76,8,3562.92,4.09617,4.26176,8,3.56292,0.0681842,0.0621636,8,0.0519701,3.10017,2.82643,8,2.36296
P0704TN,P0704,4,Total,"D-N average",23.2233,8.77443,8,7.3356,4256.07,1410.22,8,1178.98,0.855599,0.618709,8,0.517254,156.237,107.452,8,89.8318,1.62092,1.17213,8,0.979929,7103.71,4885.57,8,4084.44,7.10371,4.88557,8,4.08444,0.0399986,0.0287666,8,0.0240495,1.81864,1.30795,8,1.09347
P0810MV,P0810,1,5,Day,0.550707,0.405272,3,1.00675,113.599,84.2298,3,209.238,0.00328687,0.00467005,3,0.011601,0.690835,0.988802,3,2.45632,0.00793579,0.0112753,3,0.0280094,40.0306,57.2965,3,142.332,0.0400306,0.0572965,3,0.142332,0.00952032,0.0143732,3,0.0357049,0.551658,0.832857,3,2.06893
P0810MV,P0810,1,2,Day,1.5587,0.896997,3,2.22826,317.731,179.978,3,447.091,0.0149166,0.0230775,3,0.0573278,3.1437,4.87754,3,12.1165,0.0360145,0.0557181,3,0.138411,182.163,282.63,3,702.093,0.182163,0.28263,3,0.702093,0.0269629,0.045374,3,0.112715,1.56238,2.62921,3,6.53131
P0810MV,P0810,1,1,Day,0.896381,0.603278,3,1.49862,184.66,125.402,3,311.515,0.0336838,0.0207396,3,0.05152,7.0126,4.43962,3,11.0286,0.0813257,0.0500734,3,0.124389,406.347,257.255,3,639.057,0.406347,0.257255,3,0.639057,0.0476579,0.0451018,3,0.112039,2.76155,2.61344,3,6.49214
P0810MV,P0810,1,0.5,Day,0.584423,0.0734617,3,0.182489,120.12,15.0555,3,37.3999,0.0251437,0.0137521,3,0.0341621,5.22715,2.96844,3,7.37402,0.0607066,0.0332029,3,0.0824805,302.889,172.007,3,427.29,0.302889,0.172007,3,0.42729,0.0441273,0.0276364,3,0.0686526,2.55697,1.6014,3,3.9781
P0810MV,P0810,1,0.2,Day,1.27877,0.658105,3,1.63482,260.756,130.704,3,324.686,0.0380907,0.00302785,2,0.0272041,7.96606,0.747509,2,6.7161,0.0919658,0.0073104,2,0.0656813,461.596,43.3146,2,389.166,0.461596,0.0433146,2,0.389166,0.0497729,0.0389807,2,0.350228,2.88411,2.25875,2,20.294
P0810MV,P0810,1,Total,Day,4.86899,2.30531,3,5.72672,996.866,469.282,3,1165.76,0.102425,0.0789005,3,0.196,21.385,16.8012,3,41.7365,0.247293,0.190496,3,0.473219,1239.16,973.55,3,2418.43,1.23916,0.97355,3,2.41843,0.0313362,0.0379932,3,0.0943804,1.81578,2.20153,3,5.4689
P0810MV,P0810,1,5,Night,0.860772,1.18818,3,2.9516,182.745,256.718,3,637.723,0.000638247,0.000804333,2,0.00722664,0.124866,0.154732,2,1.39021,0.00154098,0.00194197,2,0.0174479,7.23538,8.96601,2,80.5564,0.00723538,0.00896601,2,0.0805564,0.00289019,0.00113686,2,0.0102143,0.167473,0.0658757,2,0.59187
P0810MV,P0810,1,2,Night,2.57741,2.44229,3,6.06699,545.702,529.626,3,1315.66,0.00953542,0.00740334,3,0.0183909,1.95828,1.51997,3,3.77581,0.0230222,0.0178745,3,0.0444028,113.473,88.075,3,218.791,0.113473,0.088075,3,0.218791,0.00428598,0.00422104,3,0.0104856,0.248352,0.244589,3,0.607594
P0810MV,P0810,1,1,Night,3.91725,2.07994,3,5.16686,808.019,402.995,3,1001.09,0.0497192,0.0258495,3,0.0642137,10.2455,4.90888,3,12.1943,0.120041,0.0624107,3,0.155037,593.679,284.447,3,706.604,0.593679,0.284447,3,0.706604,0.0128594,0.000750003,3,0.00186311,0.745139,0.0434592,3,0.107959
P0810MV,P0810,1,0.5,Night,2.82151,0.22826,3,0.56703,594.727,74.9482,3,186.182,0.124472,0.0225512,3,0.0560202,26.0539,4.05267,3,10.0674,0.300523,0.0544473,3,0.135255,1509.7,234.833,3,583.358,1.5097,0.234833,3,0.583358,0.0441402,0.00760139,3,0.0188829,2.55772,0.440465,3,1.09418
P0810MV,P0810,1,0.2,Night,1.76632,1.50714,3,3.74394,386.259,336.488,3,835.882,0.0997275,0.0515038,2,0.462744,21.6627,10.7275,2,96.3829,0.240781,0.12435,2,1.11724,1255.25,621.609,2,5584.94,1.25525,0.621609,2,5.58494,0.0442323,0.0341133,2,0.306496,2.56306,1.97671,2,17.76
P0810MV,P0810,1,Total,Night,11.9433,4.85854,3,12.0693,2517.45,1070.81,3,2660.05,0.250637,0.0861174,3,0.213927,52.7828,19.0213,3,47.2517,0.605134,0.207921,3,0.516504,3058.51,1102.2,3,2738.01,3.05851,1.1022,3,2.73801,0.0213106,0.00121308,3,0.00301347,1.23485,0.0702925,3,0.174616
P0810MV,P0810,1,5,"D-N average",0.70574,0.811942,6,0.852081,148.172,175.025,6,183.678,0.00482409,0.00413853,5,0.00513866,0.464447,0.875131,5,1.08662,0.00537786,0.00876226,5,0.0108798,26.9125,44.5443,5,55.3091,0.0269125,0.0445443,5,0.0553091,0.00686827,0.0120509,5,0.0149632,0.397984,0.626251,5,0.777593
P0810MV,P0810,1,2,"D-N average",2.06806,1.73755,6,1.82345,431.716,375.166,6,393.713,0.0174498,0.0162071,6,0.0170083,2.55099,3.68462,6,3.86678,0.0295183,0.0376861,6,0.0395491,147.818,190.972,6,200.413,0.147818,0.190972,6,0.200413,0.0156245,0.0340594,6,0.0357432,0.905364,1.81852,6,1.90842
P0810MV,P0810,1,1,"D-N average",2.40682,2.14796,6,2.25415,496.34,433.388,6,454.813,0.0458339,0.0200094,6,0.0209986,8.62906,4.25387,6,4.46416,0.100684,0.0548694,6,0.0575819,500.013,263.371,6,276.39,0.500013,0.263371,6,0.27639,0.0302586,0.0379236,6,0.0397984,1.75334,1.9881,6,2.08638
P0810MV,P0810,1,0.5,"D-N average",1.70297,1.23465,6,1.29569,357.423,264.411,6,277.482,0.0634583,0.0487454,6,0.0511551,15.6405,11.9018,6,12.4902,0.180615,0.137406,6,0.144198,906.295,686.157,6,720.078,0.906295,0.686157,6,0.720078,0.0441338,0.0148965,6,0.0156329,2.55734,1.05043,6,1.10235
P0810MV,P0810,1,0.2,"D-N average",1.52255,1.07384,6,1.12693,323.508,238.429,6,250.216,0.124484,0.0499204,4,0.0794345,14.8144,10.0538,4,15.9979,0.166373,0.112045,4,0.178289,858.425,582.571,4,927.001,0.858425,0.582571,4,0.927001,0.0470026,0.0300772,4,0.0478595,2.72358,1.74283,4,2.77323
P0810MV,P0810,1,Total,"D-N average",8.40613,5.15573,6,5.41061,1757.16,1113.73,6,1168.79,0.122757,0.120342,6,0.126291,37.0839,26.1157,6,27.4067,0.426214,0.264996,6,0.278096,2148.84,1363.11,6,1430.5,2.14884,1.36311,6,1.4305,0.0263234,0.0248361,6,0.0260639,1.52532,1.42895,6,1.4996
P0810MV,P0810,2,5,Day,0.485103,0.19582,4,0.311594,81.0684,30.4687,4,48.4825,0.000754484,0.00109613,4,0.00174419,0.144707,0.216696,4,0.344811,0.00181731,0.00264022,4,0.00420118,8.36523,12.5268,4,19.9329,0.00836523,0.0125268,4,0.0199329,0.00223044,0.00351866,4,0.00559898,0.128938,0.203407,4,0.323667
P0810MV,P0810,2,2,Day,0.59867,0.460761,4,0.733173,149.505,90.9157,4,144.667,0.00136952,0.00171894,4,0.00273521,0.24751,0.292255,4,0.465044,0.00329874,0.00414036,4,0.00658824,14.3081,16.8948,4,26.8833,0.0143081,0.0168948,4,0.0268833,0.00177768,0.00193964,4,0.0030864,0.102765,0.112127,4,0.178419
P0810MV,P0810,2,1,Day,1.22237,0.254444,4,0.404877,219.671,42.1279,4,67.0349,0.0182095,0.01392,4,0.0221498,3.38653,2.41239,4,3.83865,0.0438608,0.0335287,4,0.0533517,195.769,139.456,4,221.906,0.195769,0.139456,4,0.221906,0.0142631,0.00934868,4,0.0148758,0.824527,0.54043,4,0.859945
P0810MV,P0810,2,0.5,Day,1.36848,0.600203,4,0.955058,291.81,118.309,4,188.257,0.0730351,0.0270238,4,0.0430009,13.4194,4.23574,4,6.74001,0.175918,0.0650916,4,0.103575,775.752,244.861,4,389.628,0.775752,0.244861,4,0.389628,0.0525596,0.0234296,4,0.0372817,3.03838,1.35442,4,2.15519
P0810MV,P0810,2,0.2,Day,1.12078,0.269916,4,0.429497,213.394,43.539,4,69.2803,0.05872,0.0341529,4,0.0543448,10.6975,5.5505,4,8.83209,0.141437,0.0822631,4,0.130899,618.404,320.864,4,510.567,0.618403,0.320864,4,0.510567,0.0484457,0.0166127,4,0.0264344,2.80056,0.960347,4,1.52813
P0810MV,P0810,2,Total,Day,4.79541,1.47812,4,2.35202,955.447,272.965,4,434.349,0.152089,0.0729921,4,0.116147,27.8957,11.7347,4,18.6725,0.366332,0.175814,4,0.27976,1612.6,678.361,4,1079.42,1.6126,0.678361,4,1.07942,0.0292443,0.00777763,4,0.0123759,1.69056,0.449611,4,0.715431
P0810MV,P0810,2,5,Night,0.245972,0.100703,3,0.250159,51.7824,13.5883,3,33.7553,0.000892401,0.00103088,3,0.00256086,0.173815,0.177968,3,0.442097,0.0021495,0.00248307,3,0.00616828,10.0479,10.288,3,25.5568,0.0100479,0.010288,3,0.0255568,0.00308482,0.00254432,3,0.00632044,0.178328,0.147083,3,0.365373
P0810MV,P0810,2,2,Night,1.49886,0.251797,3,0.625498,330.085,77.8109,3,193.293,0.0078228,0.00485278,3,0.012055,1.83217,1.28652,3,3.1959,0.0188426,0.0116888,3,0.0290365,105.915,74.3715,3,184.749,0.105915,0.0743714,3,0.184749,0.00528597,0.00361748,3,0.00898633,0.305572,0.20912,3,0.519483
P0810MV,P0810,2,1,Night,3.02347,0.33445,3,0.83082,658.731,69.107,3,171.671,0.023616,0.00858082,3,0.0213159,5.38063,2.67809,3,6.65274,0.0568833,0.0206684,3,0.0513432,311.044,154.816,3,384.583,0.311044,0.154816,3,0.384583,0.00797508,0.00322878,3,0.00802075,0.461025,0.18665,3,0.463665
P0810MV,P0810,2,0.5,Night,2.02976,0.336524,3,0.835973,447.297,106.133,3,263.649,0.0657405,0.0133002,3,0.0330396,14.441,3.87275,3,9.62045,0.158348,0.0320359,3,0.0795817,834.808,223.877,3,556.141,0.834808,0.223877,3,0.556141,0.0336121,0.0111026,3,0.0275805,1.94306,0.641823,3,1.59438
P0810MV,P0810,2,0.2,Night,2.33673,0.557162,3,1.38407,503.093,82.1781,3,204.142,0.10647,0.0462999,3,0.115015,22.3441,6.27053,3,15.5769,0.256451,0.111521,3,0.277035,1291.67,362.488,3,900.47,1.29167,0.362488,3,0.90047,0.0443962,0.010941,3,0.027179,2.56646,0.632481,3,1.57117
P0810MV,P0810,2,Total,Night,9.13479,1.03285,3,2.56573,1990.99,227.996,3,566.374,0.204541,0.0367217,3,0.0912217,44.1717,2.20354,3,5.4739,0.492674,0.0884506,3,0.219723,2553.49,127.383,3,316.436,2.55349,0.127383,3,0.316436,0.0224424,0.00339835,3,0.00844196,1.29735,0.196452,3,0.488014
P0810MV,P0810,2,5,"D-N average",0.404338,0.266024,7,0.246032,68.5173,27.7627,7,25.6762,0.000813591,0.000980013,7,0.000906361,0.120183,0.185144,7,0.171229,0.00195968,0.00243501,7,0.00225201,10.4711,10.7028,7,9.89845,0.00908638,0.0107028,7,0.00989845,0.0025966,0.00292522,7,0.00270538,0.150105,0.169102,7,0.156393
P0810MV,P0810,2,2,"D-N average",1.18518,0.71805,7,0.664086,226.896,124.37,7,115.023,0.00413522,0.00460714,7,0.00426089,1.00508,1.14538,7,1.0593,0.00996039,0.0116264,7,0.0107526,60.356,66.2122,7,61.2361,0.053568,0.0662123,7,0.0612361,0.00328123,0.00312406,7,0.00288927,0.189682,0.180596,7,0.167024
P0810MV,P0810,2,1,"D-N average",1.9421,0.99423,7,0.919509,407.839,239.912,7,221.881,0.0205266,0.011392,7,0.0105359,4.46945,2.53706,7,2.34639,0.0494419,0.029517,7,0.0272987,255.155,146.663,7,135.64,0.245173,0.146663,7,0.13564,0.0115683,0.00764663,7,0.00707196,0.66874,0.442038,7,0.408817
P0810MV,P0810,2,0.5,"D-N average",1.81376,1.02006,7,0.943402,358.447,132.894,7,122.906,0.0699088,0.0209598,7,0.0193845,13.9997,3.77735,7,3.49346,0.168388,0.05511,7,0.0509683,804.428,218.362,7,201.951,0.801062,0.218362,7,0.201951,0.0444393,0.0204484,7,0.0189116,2.56895,1.18208,7,1.09324
P0810MV,P0810,2,0.2,"D-N average",1.80912,0.932032,7,0.861986,337.551,164.857,7,152.467,0.0791842,0.0441498,7,0.0408318,13.5954,8.20157,7,7.58518,0.190729,0.104495,7,0.0966418,989.158,474.118,7,438.486,0.906947,0.474118,7,0.438486,0.0467102,0.0135121,7,0.0124966,2.70023,0.781112,7,0.722408
P0810MV,P0810,2,Total,"D-N average",7.1545,3.65826,7,3.38333,1399.25,600.805,7,555.652,0.174568,0.062446,7,0.0577529,33.1898,12.0896,7,11.181,0.420478,0.150877,7,0.139538,2119.57,698.878,7,646.355,2.01584,0.698878,7,0.646355,0.0263292,0.00687856,7,0.0063616,1.52204,0.397637,7,0.367753
P0810MV,P0810,3,5,Day,0.555142,0.320754,2,2.88186,111.89,64.0455,2,575.426,0.00226081,0.00102144,2,0.00917725,0.455859,0.203309,2,1.82666,0.00561836,0.00253839,2,0.0228065,27.1886,12.1259,2,108.947,0.0271886,0.0121259,2,0.108947,0.00425041,0.000615878,2,0.00553345,0.253506,0.0367326,2,0.33003
P0810MV,P0810,3,2,Day,1.09243,0.569345,2,5.11537,220.223,113.543,2,1020.14,0.00444205,0.00521508,2,0.0468556,0.900385,1.05888,2,9.51363,0.011039,0.0129601,2,0.116442,53.7014,63.1542,2,567.418,0.0537014,0.0631542,2,0.567418,0.00614472,0.00797629,2,0.0716641,0.366488,0.475727,2,4.27424
P0810MV,P0810,3,1,Day,2.44329,0.141963,2,1.27549,493.28,25.4788,2,228.918,0.061667,0.0269105,2,0.241782,12.4349,5.35359,2,48.1001,0.153249,0.0668757,2,0.600854,741.649,319.302,2,2868.82,0.741649,0.319302,2,2.86882,0.0249615,0.00956373,2,0.0859267,1.48877,0.570406,2,5.1249
P0810MV,P0810,3,0.5,Day,1.33441,0.00326471,2,0.0293322,269.454,1.08174,2,9.719,0.102802,0.0534582,2,0.480303,20.724,10.6607,2,95.7825,0.255475,0.13285,2,1.19361,1236.03,635.832,2,5712.73,1.23603,0.635832,2,5.71273,0.076991,0.0398731,2,0.358245,4.59195,2.37814,2,21.3667
P0810MV,P0810,3,0.2,Day,3.04005,0.343097,2,3.0826,613.653,65.3153,2,586.834,0.10436,0.00866127,2,0.0778184,21.0791,1.88513,2,16.9372,0.259347,0.0215242,2,0.193388,1257.21,112.434,2,1010.18,1.25721,0.112434,2,1.01018,0.0347103,0.00676642,2,0.0607939,2.07021,0.403567,2,3.62591
P0810MV,P0810,3,Total,Day,8.46532,1.37842,2,12.3846,1708.5,267.301,2,2401.6,0.275532,0.0675138,2,0.606588,55.5942,13.2736,2,119.258,0.684729,0.167779,2,1.50744,3315.79,791.672,2,7112.89,3.31579,0.791672,2,7.11289,0.0323276,0.00271138,2,0.0243607,1.92811,0.161714,2,1.45294
P0810MV,P0810,3,5,Night,2.0804,0.484739,2,4.35521,381.73,114.541,2,1029.11,0.00040911,0.000344308,2,0.00309349,0.0722869,0.0574952,2,0.516574,0.00101668,0.000855644,2,0.00768766,4.31139,3.42917,2,30.8099,0.00431139,0.00342917,2,0.0308099,0.000221955,0.000217217,2,0.00195162,0.013238,0.0129554,2,0.1164
P0810MV,P0810,3,2,Night,3.09267,0.86015,2,7.72814,557.474,117.447,2,1055.22,0.00168855,0.00165681,2,0.0148858,0.296865,0.280209,2,2.51757,0.00419624,0.00411735,2,0.0369929,17.7058,16.7124,2,150.155,0.0177058,0.0167124,2,0.150155,0.000490455,0.000399312,2,0.00358768,0.0292521,0.0238161,2,0.213979
P0810MV,P0810,3,1,Night,4.80147,2.80001,2,25.1571,856.235,448.919,2,4033.38,0.0431288,0.0320397,2,0.287865,7.64749,5.28626,2,47.4952,0.10718,0.0796223,2,0.715378,456.117,315.287,2,2832.74,0.456117,0.315287,2,2.83274,0.00847837,0.00172869,2,0.0155316,0.505673,0.103103,2,0.926347
P0810MV,P0810,3,0.5,Night,5.51098,2.25571,2,20.2668,988.819,340.875,2,3062.64,0.234317,0.198265,2,1.78134,41.3955,33.1239,2,297.606,0.582303,0.492712,2,4.42684,2468.94,1975.6,2,17750,2.46894,1.9756,2,17.75,0.0383695,0.0202713,2,0.182131,2.28846,1.20904,2,10.8628
P0810MV,P0810,3,0.2,Night,4.34791,0.699455,2,6.28435,786.962,72.3226,2,649.793,0.115818,0.0176805,2,0.158853,21.1924,4.68289,2,42.0741,0.28782,0.0439381,2,0.394768,1263.97,279.3,2,2509.41,1.26397,0.2793,2,2.50941,0.0273182,0.00846116,2,0.0760205,1.62933,0.504646,2,4.53407
P0810MV,P0810,3,Total,Night,19.8334,6.13059,2,55.0811,3571.22,865.023,2,7771.92,0.395361,0.214626,2,1.92834,70.6045,34.0649,2,306.061,0.982516,0.533369,2,4.79213,4211.04,2031.72,2,18254.3,4.21104,2.03172,2,18.2543,0.0191778,0.00489349,2,0.0439663,1.14381,0.291861,2,2.62227
P0810MV,P0810,3,5,"D-N average",1.31777,0.942386,4,1.49955,246.81,173.239,4,275.661,0.00133496,0.00123702,4,0.00196838,0.264073,0.252829,4,0.402307,0.00331752,0.00307414,4,0.00489164,15.75,15.0794,4,23.9947,0.01575,0.0150794,4,0.0239947,0.00223618,0.00235619,4,0.00374923,0.133372,0.14053,4,0.223614
P0810MV,P0810,3,2,"D-N average",2.09255,1.29935,4,2.06756,388.848,216.351,4,344.263,0.0030653,0.00353666,4,0.00562761,0.598625,0.722028,4,1.14891,0.00761762,0.00878899,4,0.0139852,35.7036,43.0637,4,68.5239,0.0357036,0.0430637,4,0.0685239,0.00331759,0.00564952,4,0.00898965,0.19787,0.336953,4,0.536167
P0810MV,P0810,3,1,"D-N average",3.62238,2.11512,4,3.36563,674.757,333.623,4,530.869,0.0523979,0.0264221,4,0.0420435,10.0412,5.1486,4,8.19258,0.130215,0.065662,4,0.104483,598.883,307.077,4,488.627,0.598883,0.307077,4,0.488627,0.01672,0.0110476,4,0.0175792,0.997223,0.658908,4,1.04847
P0810MV,P0810,3,0.5,"D-N average",3.42269,2.74056,4,4.36085,629.136,459.595,4,731.318,0.16856,0.140787,4,0.224024,31.0597,23.3677,4,37.1833,0.418889,0.349872,4,0.556724,1852.49,1393.71,4,2217.71,1.85249,1.39371,4,2.21771,0.0576802,0.0341194,4,0.0542916,3.4402,2.03497,4,3.2381
P0810MV,P0810,3,0.2,"D-N average",3.69398,0.87891,4,1.39854,700.308,114.794,4,182.662,0.110089,0.0131516,4,0.0209272,21.1357,2.91525,4,4.63881,0.273583,0.0326833,4,0.0520064,1260.59,173.873,4,276.671,1.26059,0.173873,4,0.276671,0.0310142,0.00757229,4,0.0120492,1.84977,0.451632,4,0.718647
P0810MV,P0810,3,Total,"D-N average",14.1494,7.49929,4,11.9331,2639.86,1195.75,4,1902.7,0.335447,0.147175,4,0.234188,63.0993,22.8175,4,36.3078,0.833623,0.365746,4,0.581983,3763.41,1360.9,4,2165.49,3.76341,1.3609,4,2.16549,0.0257527,0.00825059,4,0.0131285,1.53596,0.492088,4,0.783021
P0810MV,P0810,4,5,Day,0.609471,0.515638,2,4.63282,117.134,102.94,2,924.877,0.00183444,0.0018381,2,0.0165147,0.353963,0.363633,2,3.26711,0.00424957,0.00425805,2,0.0382571,19.6793,20.217,2,181.642,0.0196793,0.020217,2,0.181642,0.00270064,0.000731043,2,0.00656816,0.150148,0.0406439,2,0.365171
P0810MV,P0810,4,2,Day,0.95817,0.65594,2,5.89338,183.391,132.743,2,1192.65,0.0035184,0.000593019,2,0.00532807,0.658688,0.0769914,2,0.691741,0.00815054,0.00137376,2,0.0123427,36.6212,4.28051,2,38.4588,0.0366212,0.00428051,2,0.0384588,0.00507242,0.00409136,2,0.0367595,0.282012,0.227468,2,2.04372
P0810MV,P0810,4,1,Day,0.932996,0.0458297,2,0.411764,175.665,17.7715,2,159.671,0.0151034,0.00354564,2,0.0318563,2.85743,0.8149,2,7.32159,0.0349879,0.00821364,2,0.0737966,158.865,45.3061,2,407.059,0.158865,0.0453061,2,0.407059,0.0161142,0.00300872,2,0.0270323,0.895905,0.167277,2,1.50292
P0810MV,P0810,4,0.5,Day,0.86929,0.217296,2,1.95233,164.527,49.3889,2,443.741,0.10424,0.143312,2,1.28761,20.3043,27.971,2,251.309,0.241478,0.331989,2,2.9828,1128.86,1555.11,2,13972.1,1.12886,1.55511,2,13.9721,0.102512,0.139236,2,1.25099,5.69938,7.74112,2,69.5512
P0810MV,P0810,4,0.2,Day,1.72903,1.76147,2,15.8262,333.767,348.189,2,3128.35,0.256766,0.360795,2,3.24161,50.052,70.3627,2,632.184,0.594811,0.835799,2,7.50935,2782.75,3911.97,2,35147.6,2.78275,3.91197,2,35.1476,0.0877455,0.119277,2,1.07166,4.8784,6.63147,2,59.5814
P0810MV,P0810,4,Total,Day,5.09896,3.19617,2,28.7165,974.483,651.032,2,5849.29,0.381463,0.508897,2,4.57226,74.2263,99.4352,2,893.39,0.883677,1.17889,2,10.5919,4126.77,5528.31,2,49669.9,4.12677,5.52831,2,49.6699,0.0541749,0.0658458,2,0.591601,3.01197,3.66084,2,32.8913
P0810MV,P0810,4,5,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0810MV,P0810,4,2,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0810MV,P0810,4,1,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0810MV,P0810,4,0.5,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0810MV,P0810,4,0.2,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0810MV,P0810,4,Total,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0810MV,P0810,4,5,"D-N average",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0810MV,P0810,4,2,"D-N average",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0810MV,P0810,4,1,"D-N average",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0810MV,P0810,4,0.5,"D-N average",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0810MV,P0810,4,0.2,"D-N average",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0810MV,P0810,4,Total,"D-N average",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1106MV,P1106,1,5,Day,1.13055,0.532455,2,4.78392,244.293,97.0664,2,872.107,0.00220962,0.000486545,2,0.00437144,0.482419,0.0676421,2,0.60774,0.00468742,0.00103214,2,0.00927344,24.5614,3.44385,2,30.9418,0.0245614,0.00344385,2,0.0309418,0.00208428,0.000551268,2,0.00495295,0.106116,0.0280667,2,0.252169
P1106MV,P1106,1,2,Day,7.95941,9.79641,2,88.0172,1665.78,2015.68,2,18110.2,0.0288677,0.0267213,2,0.240081,6.12038,5.37001,2,48.2476,0.0612392,0.0566857,2,0.509301,311.606,273.403,2,2456.43,0.311606,0.273403,2,2.45643,0.00643467,0.00456257,2,0.0409931,0.327608,0.232294,2,2.08708
P1106MV,P1106,1,1,Day,2.525,0.699405,2,6.2839,549.993,108.89,2,978.342,0.0138798,0.00993909,2,0.0892992,3.14661,2.43794,2,21.904,0.0294442,0.0210845,2,0.189437,160.203,124.123,2,1115.2,0.160203,0.124123,2,1.1152,0.00628312,0.00567664,2,0.0510026,0.319892,0.289014,2,2.59669
P1106MV,P1106,1,0.5,Day,1.65024,0.925931,2,8.31916,355.258,174.448,2,1567.35,0.0273037,0.0110586,2,0.099358,5.91596,1.94757,2,17.4982,0.0579212,0.0234595,2,0.210775,301.199,99.1565,2,890.886,0.301199,0.0991565,2,0.890886,0.017405,0.00306454,2,0.0275338,0.88614,0.156024,2,1.40182
P1106MV,P1106,1,0.2,Day,2.30238,0.291648,2,2.62035,509.816,105.451,2,947.444,0.0157969,0.00513842,2,0.0461668,3.52598,1.41467,2,12.7103,0.033511,0.0109005,2,0.097937,179.518,72.025,2,647.119,0.179518,0.072025,2,0.647119,0.00677411,0.00137369,2,0.0123422,0.34489,0.0699387,2,0.628375
P1106MV,P1106,1,Total,Day,15.5676,11.6626,2,104.784,3325.14,2290.64,2,20580.5,0.0880577,0.023189,2,0.208345,19.1914,3.53262,2,31.7393,0.186803,0.0491924,2,0.441976,977.087,179.856,2,1615.94,0.977087,0.179856,2,1.61594,0.00708736,0.00381997,2,0.0343211,0.360838,0.194486,2,1.74739
P1106MV,P1106,1,5,Night,6.67445,1.57659,2,14.1651,1363.85,192.504,2,1729.58,0.0112726,0.0000278311,2,0.000250053,2.32977,0.21951,2,1.97222,0.0239135,0.0000590401,2,0.000530455,118.615,11.1759,2,100.411,0.118615,0.0111759,2,0.100411,0.00173689,0.000406106,2,0.00364872,0.08843,0.020676,2,0.185767
P1106MV,P1106,1,2,Night,8.45426,0.215683,2,1.93784,1745.33,124.361,2,1117.34,0.170623,0.0258485,2,0.232239,35.0093,1.93328,2,17.3698,0.361955,0.0548342,2,0.492666,1782.43,98.4287,2,884.347,1.78243,0.0984287,2,0.884347,0.0201495,0.0025434,2,0.0228516,1.02587,0.129492,2,1.16344
